benchmark,repetition_id,exception,tool,mtf,repeatibility
bcel,15,org.apache.bcel.verifier.exc.AssertionViolatedException,pest,22,0.782608695652174
bcel,16,org.apache.bcel.verifier.exc.AssertionViolatedException,pest,5,0.782608695652174
bcel,17,org.apache.bcel.verifier.exc.AssertionViolatedException,pest,23,0.782608695652174
bcel,18,org.apache.bcel.verifier.exc.AssertionViolatedException,pest,33,0.782608695652174
bcel,1,org.apache.bcel.verifier.exc.AssertionViolatedException,pest2,19,0.8695652173913043
bcel,2,org.apache.bcel.verifier.exc.AssertionViolatedException,pest2,3,0.8695652173913043
bcel,3,org.apache.bcel.verifier.exc.AssertionViolatedException,pest2,6,0.8695652173913043
bcel,4,org.apache.bcel.verifier.exc.AssertionViolatedException,pest2,13,0.8695652173913043
bcel,5,org.apache.bcel.verifier.exc.AssertionViolatedException,pest2,22,0.8695652173913043
bcel,6,org.apache.bcel.verifier.exc.AssertionViolatedException,pest2,12,0.8695652173913043
bcel,7,org.apache.bcel.verifier.exc.AssertionViolatedException,pest2,11,0.8695652173913043
bcel,8,org.apache.bcel.verifier.exc.AssertionViolatedException,pest2,11,0.8695652173913043
bcel,9,org.apache.bcel.verifier.exc.AssertionViolatedException,pest2,16,0.8695652173913043
bcel,10,org.apache.bcel.verifier.exc.AssertionViolatedException,pest2,11,0.8695652173913043
bcel,11,org.apache.bcel.verifier.exc.AssertionViolatedException,pest2,18,0.8695652173913043
bcel,12,org.apache.bcel.verifier.exc.AssertionViolatedException,pest2,16,0.8695652173913043
bcel,13,org.apache.bcel.verifier.exc.AssertionViolatedException,pest2,26,0.8695652173913043
bcel,14,org.apache.bcel.verifier.exc.AssertionViolatedException,pest2,13,0.8695652173913043
bcel,15,org.apache.bcel.verifier.exc.AssertionViolatedException,pest2,8,0.8695652173913043
bcel,16,org.apache.bcel.verifier.exc.AssertionViolatedException,pest2,12,0.8695652173913043
bcel,17,org.apache.bcel.verifier.exc.AssertionViolatedException,pest2,10,0.8695652173913043
bcel,18,org.apache.bcel.verifier.exc.AssertionViolatedException,pest2,5,0.8695652173913043
bcel,19,org.apache.bcel.verifier.exc.AssertionViolatedException,pest2,31,0.8695652173913043
bcel,20,org.apache.bcel.verifier.exc.AssertionViolatedException,pest2,18,0.8695652173913043
closure,1,java.lang.RuntimeException,pest2,195,0.08695652173913043
closure,2,java.lang.RuntimeException,pest2,281,0.08695652173913043
closure,1,java.lang.RuntimeException,pest,97,0.043478260869565216
